num_idade;des_sexo;des_status_associado;des_segmento;des_subsegmento;des_nivel_risco;des_assoc_desde;n_de_produtos;resposta_nps
49;M;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;5;10
38;M;ATIVO;PF;PF II;MÉDIO 1;A PARTIR DE 15 ANOS;6;10
62;F;ATIVO;PF;PF I;MÉDIO 1;ATÉ 12 MESES;3;10
40;M;ATIVO;PF;PF IV;MÉDIO 2;DE 3 A 5 ANOS;5;10
37;F;ATIVO;PF;PF II;MÉDIO 1;DE 3 A 5 ANOS;6;10
41;M;ATIVO;PF;PF I;ALTO 2;DE 1 A 2 ANOS;6;9
40;F;ATIVO;AG;Familiar;BAIXO 1;DE 11 A 15 ANOS;7;9
43;F;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;3;10
40;M;ATIVO;AG;Familiar;BAIXO 1;ATÉ 12 MESES;9;10
40;M;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;2;10
36;M;INATIVO;PF;PF I;DEFAULT;A PARTIR DE 15 ANOS;0;7
39;M;ATIVO;PF;PF IV;BAIXÍSSIMO;DE 6 A 10 ANOS;4;9
40;F;ATIVO;PF;PF III;BAIXÍSSIMO;DE 11 A 15 ANOS;6;10
39;F;ATIVO;PF;PF III;BAIXÍSSIMO;DE 3 A 5 ANOS;7;10
37;M;ATIVO;PF;PF I;DEFAULT;DE 11 A 15 ANOS;1;10
40;M;ATIVO;PF;PF I;MÉDIO 2;DE 6 A 10 ANOS;3;10
40;F;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;4;10
39;M;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;10;10
42;F;ATIVO;PF;PF I;BAIXO 2;ATÉ 12 MESES;2;10
30;F;ATIVO;PF;PF I;ALTÍSSIMO;ATÉ 12 MESES;0;7
42;F;ATIVO;AG;Familiar;ALTÍSSIMO;DE 6 A 10 ANOS;6;3
38;F;ATIVO;PF;PF II;BAIXO 1;A PARTIR DE 15 ANOS;9;10
49;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;1;2
31;M;ATIVO;PF;PF III;ALTO 1;ATÉ 12 MESES;3;10
39;M;ATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;3;10
34;F;ATIVO;PF;PF II;MÉDIO 2;DE 6 A 10 ANOS;6;8
36;F;ATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;5;10
37;F;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;8;10
40;F;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;7;9
39;F;ATIVO;PF;PF I;BAIXO 2;DE 6 A 10 ANOS;3;10
28;F;ATIVO;PF;PF I;MÉDIO 1;ATÉ 12 MESES;5;6
23;M;ATIVO;PF;PF II;DEFAULT;DE 1 A 2 ANOS;3;1
38;M;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;4;10
34;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;5;10
39;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;9;10
41;F;ATIVO;PF;PF III;BAIXO 1;DE 11 A 15 ANOS;5;10
44;M;ATIVO;PF;PF I;BAIXO 1;DE 3 A 5 ANOS;7;10
45;F;ATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;9;10
68;M;ATIVO;PF;PF II;BAIXÍSSIMO;DE 6 A 10 ANOS;7;10
38;M;ATIVO;PF;PF I;BAIXO 2;DE 11 A 15 ANOS;5;5
38;F;ATIVO;PF;PF I;BAIXO 1;A PARTIR DE 15 ANOS;5;10
59;M;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;3;10
33;F;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;6;10
33;M;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;2;9
43;M;ATIVO;PF;PF IV;BAIXO 1;ATÉ 12 MESES;2;10
47;M;ATIVO;PF;PF I;DEFAULT;DE 3 A 5 ANOS;3;7
37;M;ATIVO;PF;PF II;MÉDIO 1;A PARTIR DE 15 ANOS;2;8
27;F;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;4;8
26;F;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;4;0
35;M;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;4;8
37;F;ATIVO;PF;PF II;MÉDIO 1;ATÉ 12 MESES;3;8
38;M;ATIVO;PF;PF II;BAIXO 1;A PARTIR DE 15 ANOS;5;5
41;M;ATIVO;PF;PF III;ALTO 2;ATÉ 12 MESES;1;10
41;M;ATIVO;PF;PF III;BAIXO 1;A PARTIR DE 15 ANOS;5;10
39;F;ATIVO;PF;PF I;MÉDIO 1;DE 1 A 2 ANOS;5;10
38;M;ATIVO;PF;PF IV;;ATÉ 12 MESES;2;10
42;M;ATIVO;PF;PF IV;BAIXO 2;ATÉ 12 MESES;2;10
38;F;ATIVO;PF;PF II;BAIXO 2;DE 11 A 15 ANOS;6;10
38;M;ATIVO;PF;PF II;DEFAULT;DE 3 A 5 ANOS;7;10
42;F;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;8;10
39;M;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;4;9
39;M;ATIVO;PF;PF I;BAIXO 1;DE 3 A 5 ANOS;4;10
23;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;3;10
38;F;ATIVO;PF;PF I;ALTÍSSIMO;DE 6 A 10 ANOS;3;10
38;M;ATIVO;PF;PF II;MÉDIO 1;ATÉ 12 MESES;2;9
38;M;ATIVO;AG;Familiar;BAIXÍSSIMO;A PARTIR DE 15 ANOS;8;6
39;M;ATIVO;PF;PF I;MÉDIO 2;DE 6 A 10 ANOS;3;7
47;M;ATIVO;PF;PF II;BAIXO 1;DE 1 A 2 ANOS;8;10
38;F;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;6;8
31;M;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;7;10
39;F;ATIVO;PF;PF I;ALTO 1;ATÉ 12 MESES;5;10
40;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 3 A 5 ANOS;8;10
38;F;ATIVO;PF;PF I;BAIXO 1;DE 3 A 5 ANOS;7;10
38;F;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;2;8
32;M;INATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;0;10
37;M;ATIVO;PF;PF III;MÉDIO 2;DE 6 A 10 ANOS;6;9
41;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;5;10
44;F;ATIVO;PF;PF I;MÉDIO 2;DE 11 A 15 ANOS;8;10
42;M;ATIVO;PF;PF I;DEFAULT;DE 6 A 10 ANOS;4;9
38;F;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;5;1
39;M;INATIVO;PF;PF I;DEFAULT;DE 6 A 10 ANOS;1;10
43;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;9;10
38;F;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;5;2
40;M;ATIVO;AG;Familiar;BAIXO 1;A PARTIR DE 15 ANOS;0;10
43;F;ATIVO;PF;PF I;;ATÉ 12 MESES;1;8
42;M;ATIVO;PF;PF II;BAIXO 1;A PARTIR DE 15 ANOS;2;10
37;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;7;8
32;M;ATIVO;PF;PF II;DEFAULT;DE 3 A 5 ANOS;8;10
36;M;ATIVO;AG;Médio Produtor;BAIXÍSSIMO;DE 11 A 15 ANOS;19;8
37;M;ATIVO;AG;Familiar;BAIXO 1;A PARTIR DE 15 ANOS;12;5
40;M;ATIVO;PF;PF IV;ALTÍSSIMO;DE 3 A 5 ANOS;1;10
40;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;5;10
38;F;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 11 A 15 ANOS;6;8
38;M;ATIVO;PF;PF I;BAIXO 2;DE 11 A 15 ANOS;0;10
41;M;ATIVO;PF;PF I;MÉDIO 1;A PARTIR DE 15 ANOS;4;10
47;M;ATIVO;PF;PF III;BAIXÍSSIMO;ATÉ 12 MESES;6;10
32;M;ATIVO;PF;PF I;ALTÍSSIMO;DE 11 A 15 ANOS;0;8
36;M;ATIVO;PF;PF III;BAIXÍSSIMO;A PARTIR DE 15 ANOS;4;10
34;F;ATIVO;PF;PF II;ALTO 2;A PARTIR DE 15 ANOS;9;10
37;F;ATIVO;PF;PF II;BAIXÍSSIMO;DE 11 A 15 ANOS;5;10
37;F;ATIVO;PF;PF IV;BAIXÍSSIMO;DE 11 A 15 ANOS;8;10
41;M;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;2;10
31;M;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;6;7
38;F;ATIVO;PF;PF II;MÉDIO 1;DE 1 A 2 ANOS;2;10
42;F;ATIVO;PF;PF I;BAIXO 1;A PARTIR DE 15 ANOS;8;10
37;F;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;8;10
40;F;ATIVO;PF;PF II;BAIXO 1;A PARTIR DE 15 ANOS;5;9
28;F;ATIVO;PF;PF I;ALTO 2;DE 1 A 2 ANOS;5;10
39;M;ATIVO;AG;Familiar;BAIXO 1;A PARTIR DE 15 ANOS;7;10
27;F;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;4;0
38;F;ATIVO;PF;PF III;MÉDIO 2;DE 6 A 10 ANOS;10;10
41;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;10;10
37;F;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;6;2
33;F;ATIVO;PF;PF II;MÉDIO 2;DE 1 A 2 ANOS;2;10
45;M;ATIVO;PF;PF III;BAIXO 1;DE 1 A 2 ANOS;2;7
40;F;ATIVO;PF;PF I;MÉDIO 1;ATÉ 12 MESES;5;10
38;F;ATIVO;PF;PF IV;BAIXÍSSIMO;DE 11 A 15 ANOS;6;10
39;F;ATIVO;PF;PF III;BAIXO 1;ATÉ 12 MESES;4;10
38;M;ATIVO;PF;PF II;MÉDIO 1;DE 3 A 5 ANOS;7;10
21;M;ATIVO;AG;Familiar;BAIXO 1;DE 6 A 10 ANOS;8;9
21;M;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;4;10
39;F;ATIVO;PF;PF I;BAIXO 1;DE 6 A 10 ANOS;8;7
19;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;2;10
35;M;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;2;10
38;M;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;6;10
37;M;ATIVO;PF;PF III;ALTO 2;DE 6 A 10 ANOS;7;10
38;M;ATIVO;AG;Familiar;BAIXÍSSIMO;ATÉ 12 MESES;6;10
45;F;ATIVO;PF;PF I;BAIXO 1;DE 3 A 5 ANOS;11;10
38;F;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;7;0
24;F;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;6;9
37;F;ATIVO;PF;PF I;BAIXO 1;DE 3 A 5 ANOS;7;9
42;F;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;3;10
20;M;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;4;10
36;F;ATIVO;PF;PF II;DEFAULT;DE 11 A 15 ANOS;5;8
20;M;ATIVO;PF;PF I;ALTO 1;DE 3 A 5 ANOS;4;10
31;F;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;5;7
38;F;ATIVO;PF;PF I;;ATÉ 12 MESES;4;7
40;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 11 A 15 ANOS;8;10
40;M;ATIVO;AG;Médio Produtor;BAIXÍSSIMO;DE 3 A 5 ANOS;12;10
82;M;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;4;8
41;F;ATIVO;PF;PF I;ALTO 1;DE 1 A 2 ANOS;3;10
34;F;ATIVO;PF;PF II;ALTO 1;DE 3 A 5 ANOS;4;4
38;F;ATIVO;PF;PF III;BAIXÍSSIMO;A PARTIR DE 15 ANOS;9;9
37;M;ATIVO;PF;PF III;BAIXO 1;DE 11 A 15 ANOS;6;8
31;F;ATIVO;PF;PF I;ALTO 2;DE 1 A 2 ANOS;3;10
40;F;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;9;10
19;F;ATIVO;PF;PF I;MÉDIO 1;DE 1 A 2 ANOS;2;9
37;M;ATIVO;PF;PF II;BAIXO 1;A PARTIR DE 15 ANOS;10;10
37;F;ATIVO;PF;PF I;BAIXO 2;DE 6 A 10 ANOS;6;10
38;F;ATIVO;PF;PF II;MÉDIO 1;DE 3 A 5 ANOS;7;10
23;F;ATIVO;PF;PF I;ALTO 2;DE 3 A 5 ANOS;7;10
39;F;ATIVO;PF;PF II;MÉDIO 1;DE 3 A 5 ANOS;7;10
37;M;ATIVO;AG;Familiar;BAIXO 2;ATÉ 12 MESES;5;10
37;F;ATIVO;PF;PF I;BAIXO 2;DE 11 A 15 ANOS;9;6
39;F;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;10;10
43;F;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;10;9
39;M;ATIVO;PF;PF I;BAIXO 1;DE 6 A 10 ANOS;6;9
35;M;ATIVO;PF;PF I;BAIXO 1;DE 3 A 5 ANOS;4;10
37;F;ATIVO;PF;PF III;BAIXO 1;A PARTIR DE 15 ANOS;5;9
39;M;ATIVO;PF;PF II;ALTÍSSIMO;DE 1 A 2 ANOS;0;8
36;M;ATIVO;PF;PF II;MÉDIO 1;ATÉ 12 MESES;3;9
43;F;ATIVO;PF;PF I;BAIXO 1;DE 11 A 15 ANOS;5;10
37;M;ATIVO;PF;PF II;BAIXÍSSIMO;A PARTIR DE 15 ANOS;9;10
37;F;ATIVO;PF;PF III;BAIXÍSSIMO;DE 3 A 5 ANOS;7;8
32;F;ATIVO;PF;PF IV;BAIXÍSSIMO;DE 3 A 5 ANOS;8;10
40;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;1;5
41;M;ATIVO;PF;PF IV;;ATÉ 12 MESES;2;10
35;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;8;10
36;M;ATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;3;10
22;F;ATIVO;PF;PF I;MÉDIO 1;DE 1 A 2 ANOS;6;9
37;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 3 A 5 ANOS;10;10
32;M;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;3;9
38;F;ATIVO;PF;PF II;BAIXO 2;DE 11 A 15 ANOS;8;10
37;M;ATIVO;PF;PF I;BAIXO 1;DE 11 A 15 ANOS;5;10
39;M;ATIVO;AG;Familiar;BAIXO 1;A PARTIR DE 15 ANOS;4;10
31;M;ATIVO;PF;PF III;ALTO 2;ATÉ 12 MESES;4;5
28;F;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;3;10
37;M;ATIVO;AG;Familiar;BAIXO 2;DE 6 A 10 ANOS;6;10
46;F;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;2;10
40;F;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;5;10
32;M;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;1;10
43;M;ATIVO;PF;PF IV;BAIXO 1;DE 3 A 5 ANOS;4;10
52;M;ATIVO;PF;PF I;BAIXO 2;A PARTIR DE 15 ANOS;5;10
37;M;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;3;10
37;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;4;10
26;M;ATIVO;PF;PF II;BAIXO 1;A PARTIR DE 15 ANOS;7;10
38;M;ATIVO;PF;PF III;MÉDIO 1;DE 11 A 15 ANOS;7;10
37;M;ATIVO;PF;PF I;BAIXO 1;DE 6 A 10 ANOS;6;10
37;M;ATIVO;PF;PF II;BAIXÍSSIMO;DE 3 A 5 ANOS;7;8
39;F;ATIVO;PF;PF I;BAIXÍSSIMO;DE 11 A 15 ANOS;8;10
37;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 11 A 15 ANOS;5;10
45;F;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;3;10
37;M;ATIVO;PF;PF III;MÉDIO 1;DE 11 A 15 ANOS;6;10
51;M;ATIVO;PF;PF II;BAIXÍSSIMO;DE 6 A 10 ANOS;8;10
40;M;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;2;9
37;M;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;2;8
38;M;ATIVO;PF;PF I;DEFAULT;DE 6 A 10 ANOS;4;8
35;F;ATIVO;PF;PF I;BAIXO 1;A PARTIR DE 15 ANOS;5;10
25;M;ATIVO;PF;PF I;ALTO 1;DE 1 A 2 ANOS;5;8
37;F;ATIVO;PF;PF II;ALTO 2;DE 6 A 10 ANOS;4;7
56;F;ATIVO;PF;PF I;BAIXO 1;A PARTIR DE 15 ANOS;3;10
40;F;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;4;10
46;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;4;7
38;F;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 3 A 5 ANOS;13;8
50;M;ATIVO;PF;PF IV;BAIXO 1;DE 1 A 2 ANOS;8;10
42;M;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;4;10
54;M;ATIVO;PF;PF I;ALTÍSSIMO;DE 1 A 2 ANOS;7;10
39;M;INATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;1;10
37;F;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;6;10
35;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;3;10
52;F;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;3;3
38;M;ATIVO;PF;PF I;BAIXO 2;DE 6 A 10 ANOS;3;8
32;M;ATIVO;AG;Familiar;BAIXO 1;DE 3 A 5 ANOS;2;9
43;F;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;4;8
45;F;ATIVO;PF;PF I;BAIXO 2;ATÉ 12 MESES;4;10
18;F;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;3;5
33;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;2;10
31;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;2;7
37;M;ATIVO;PF;PF III;MÉDIO 1;ATÉ 12 MESES;5;8
58;F;ATIVO;PF;PF II;BAIXÍSSIMO;DE 3 A 5 ANOS;3;10
35;F;ATIVO;PF;PF I;ALTÍSSIMO;ATÉ 12 MESES;2;10
35;M;ATIVO;PF;PF II;BAIXÍSSIMO;DE 3 A 5 ANOS;13;8
44;F;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;7;10
37;M;ATIVO;PF;PF I;BAIXO 1;DE 11 A 15 ANOS;6;10
30;F;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;7;10
39;F;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;8;9
38;F;ATIVO;PF;PF I;MÉDIO 2;A PARTIR DE 15 ANOS;3;10
56;M;INATIVO;PF;PF II;ALTÍSSIMO;ATÉ 12 MESES;1;2
39;M;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;6;10
49;F;ATIVO;AG;Familiar;BAIXO 1;DE 3 A 5 ANOS;7;10
40;M;ATIVO;PF;PF II;MÉDIO 1;ATÉ 12 MESES;4;10
38;F;ATIVO;PF;PF III;BAIXO 1;A PARTIR DE 15 ANOS;5;10
32;M;ATIVO;PF;PF III;BAIXO 2;DE 6 A 10 ANOS;2;10
37;M;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;5;3
36;F;ATIVO;AG;Familiar;MÉDIO 1;DE 11 A 15 ANOS;8;10
38;F;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;5;10
34;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;1;10
36;F;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;9;10
48;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 6 A 10 ANOS;9;10
22;M;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;9;10
37;M;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;7;10
45;M;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;4;10
40;F;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;0;10
45;F;ATIVO;PF;PF II;ALTO 2;DE 1 A 2 ANOS;5;10
41;M;ATIVO;PF;PF II;ALTÍSSIMO;DE 3 A 5 ANOS;5;5
37;M;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;8;10
30;F;ATIVO;PF;PF I;MÉDIO 2;DE 6 A 10 ANOS;3;10
20;F;ATIVO;PF;PF I;BAIXO 1;DE 3 A 5 ANOS;8;10
36;F;ATIVO;PF;PF III;MÉDIO 2;DE 3 A 5 ANOS;10;10
31;M;ATIVO;PF;PF I;ALTO 2;DE 1 A 2 ANOS;2;7
37;F;ATIVO;PF;PF II;BAIXO 2;A PARTIR DE 15 ANOS;4;9
41;M;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;5;10
37;M;ATIVO;PF;PF II;ALTO 2;DE 1 A 2 ANOS;4;7
29;M;ATIVO;PF;PF I;ALTÍSSIMO;ATÉ 12 MESES;7;10
36;M;ATIVO;AG;Familiar;BAIXO 1;DE 3 A 5 ANOS;8;10
39;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;2;10
36;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;7;10
35;F;ATIVO;PF;PF II;MÉDIO 1;DE 6 A 10 ANOS;2;10
38;M;ATIVO;PF;PF IV;BAIXÍSSIMO;DE 3 A 5 ANOS;5;10
38;F;ATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;7;10
36;M;ATIVO;PF;PF IV;BAIXO 1;DE 3 A 5 ANOS;6;10
32;M;ATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;8;10
37;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 3 A 5 ANOS;9;10
36;F;ATIVO;PF;PF IV;BAIXÍSSIMO;A PARTIR DE 15 ANOS;5;10
53;M;ATIVO;PF;PF II;DEFAULT;DE 6 A 10 ANOS;8;10
31;F;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;8;10
46;M;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;2;10
37;M;ATIVO;PF;PF IV;BAIXO 1;DE 3 A 5 ANOS;8;10
36;M;ATIVO;PF;PF II;BAIXÍSSIMO;DE 3 A 5 ANOS;8;10
37;F;INATIVO;PF;PF I;ALTO 1;DE 3 A 5 ANOS;1;10
39;M;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;1;10
34;M;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;4;0
34;F;ATIVO;PF;PF II;BAIXÍSSIMO;A PARTIR DE 15 ANOS;10;9
50;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;6;0
29;F;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;8;10
51;M;ATIVO;AG;Familiar;BAIXÍSSIMO;A PARTIR DE 15 ANOS;15;9
49;F;ATIVO;PF;PF II;BAIXO 1;DE 1 A 2 ANOS;2;10
56;F;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 11 A 15 ANOS;6;9
39;M;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;5;10
50;M;ATIVO;PF;PF II;BAIXÍSSIMO;A PARTIR DE 15 ANOS;8;8
49;M;ATIVO;PF;PF II;BAIXO 1;A PARTIR DE 15 ANOS;6;10
37;F;ATIVO;PF;PF IV;MÉDIO 2;ATÉ 12 MESES;4;5
35;F;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;1;5
35;M;ATIVO;PF;PF II;BAIXO 2;DE 11 A 15 ANOS;4;5
36;M;ATIVO;PF;PF II;ALTÍSSIMO;DE 11 A 15 ANOS;5;10
36;M;ATIVO;PF;PF I;BAIXO 1;DE 11 A 15 ANOS;5;9
39;F;ATIVO;PF;PF I;MÉDIO 1;DE 3 A 5 ANOS;6;9
41;F;ATIVO;PF;PF I;ALTO 1;DE 6 A 10 ANOS;9;10
36;M;ATIVO;PF;PF I;BAIXO 2;DE 1 A 2 ANOS;5;10
41;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;7;8
28;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;1;8
26;M;ATIVO;PF;PF I;ALTO 2;DE 3 A 5 ANOS;2;1
37;M;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;7;9
37;F;ATIVO;PF;PF III;ALTO 2;DE 6 A 10 ANOS;8;10
39;M;ATIVO;PF;PF I;BAIXO 2;DE 1 A 2 ANOS;2;10
36;F;ATIVO;PF;PF I;BAIXÍSSIMO;DE 11 A 15 ANOS;6;10
36;F;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;5;10
35;F;ATIVO;PF;PF II;ALTÍSSIMO;DE 3 A 5 ANOS;9;10
37;M;ATIVO;PF;PF IV;BAIXO 1;ATÉ 12 MESES;7;10
31;F;ATIVO;PF;PF II;ALTÍSSIMO;DE 3 A 5 ANOS;4;0
33;F;ATIVO;PF;PF I;MÉDIO 2;DE 6 A 10 ANOS;8;6
28;M;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;6;10
40;F;INATIVO;PF;PF II;MÉDIO 2;DE 11 A 15 ANOS;2;8
35;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;8;9
43;F;ATIVO;PF;PF I;BAIXO 2;ATÉ 12 MESES;3;10
38;M;ATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;3;10
38;M;ATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;8;10
51;M;INATIVO;PF;PF I;MÉDIO 1;DE 11 A 15 ANOS;0;9
34;F;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;1;10
35;F;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;7;10
36;F;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;6;10
41;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;1;10
37;M;ATIVO;PF;PF II;MÉDIO 1;DE 11 A 15 ANOS;1;10
41;M;ATIVO;PF;PF I;ALTÍSSIMO;DE 6 A 10 ANOS;0;7
40;F;ATIVO;PF;PF I;BAIXO 1;DE 11 A 15 ANOS;7;10
33;F;ATIVO;PF;PF I;ALTO 1;DE 11 A 15 ANOS;6;10
48;M;ATIVO;PF;PF III;BAIXO 1;DE 11 A 15 ANOS;5;10
39;M;ATIVO;AG;Familiar;BAIXO 1;DE 3 A 5 ANOS;7;10
53;M;ATIVO;PF;PF I;MÉDIO 1;ATÉ 12 MESES;5;10
40;M;ATIVO;PF;PF I;MÉDIO 1;DE 1 A 2 ANOS;5;10
