num_idade;des_sexo;des_status_associado;des_segmento;des_subsegmento;des_nivel_risco;des_assoc_desde;n_de_produtos;resposta_nps;classificacao_nps;faixa_idade;faixa_produtos;Assunto;Sentimento
36;M;ATIVO;PF;PF IV;ALTÍSSIMO;DE 3 A 5 ANOS;3;5;DETRATORES;36-45;1-4;Facilidade ou Burocracia;negativo
38;M;ATIVO;PF;PF I;ALTÍSSIMO;ATÉ 12 MESES;1;5;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;negativo
22;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;0;3;DETRATORES;<25;0;Crédito, Empréstimo ou Financiamento;positivo
37;F;ATIVO;PF;PF II;MÉDIO 1;DE 1 A 2 ANOS;2;5;DETRATORES;36-45;1-4;Taxas e Tarifas;negativo
30;F;ATIVO;PF;PF I;BAIXO 2;ATÉ 12 MESES;5;6;DETRATORES;25-35;5-9;Facilidade ou Burocracia;positivo
56;M;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;2;4;DETRATORES;56-70;1-4;Benefícios;negativo
35;M;ATIVO;PF;PF I;ALTO 1;DE 3 A 5 ANOS;3;6;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;neutro
21;M;ATIVO;AG;Familiar;MÉDIO 2;ATÉ 12 MESES;2;0;DETRATORES;<25;1-4;Outros;neutro
30;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;7;6;DETRATORES;25-35;5-9;Funcionamento App;negativo
26;F;ATIVO;PF;PF I;MÉDIO 2;DE 6 A 10 ANOS;7;2;DETRATORES;25-35;5-9;Atendimento em geral;neutro
22;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;3;5;DETRATORES;<25;1-4;Cartão de Crédito;negativo
41;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;2;0;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;neutro
74;M;ATIVO;PF;PF III;BAIXÍSSIMO;A PARTIR DE 15 ANOS;5;5;DETRATORES;70+;5-9;Seguros;negativo
40;M;ATIVO;PF;PF III;ALTO 1;DE 1 A 2 ANOS;5;0;DETRATORES;36-45;5-9;Outros;neutro
26;F;ATIVO;PF;PF II;MÉDIO 1;DE 3 A 5 ANOS;6;0;DETRATORES;25-35;5-9;Troca de gerente;negativo
32;M;ATIVO;PF;PF II;ALTO 2;DE 1 A 2 ANOS;1;1;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;neutro
28;M;ATIVO;PF;PF II;MÉDIO 1;DE 6 A 10 ANOS;6;6;DETRATORES;25-35;5-9;Cartão de Crédito;neutro
29;M;ATIVO;AG;Familiar;MÉDIO 1;DE 6 A 10 ANOS;3;0;DETRATORES;25-35;1-4;Atendimento em geral;neutro
19;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;3;5;DETRATORES;<25;1-4;Conta Corrente ou Poupança;positivo
33;M;ATIVO;AG;Familiar;BAIXO 1;ATÉ 12 MESES;9;0;DETRATORES;25-35;5-9;Cordialidade;negativo
43;M;ATIVO;AG;Familiar;BAIXO 1;DE 6 A 10 ANOS;3;0;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;negativo
42;F;ATIVO;PF;PF I;ALTÍSSIMO;DE 3 A 5 ANOS;4;5;DETRATORES;36-45;1-4;Pix;negativo
40;M;ATIVO;AG;Familiar;MÉDIO 1;A PARTIR DE 15 ANOS;1;5;DETRATORES;36-45;1-4;Atendimento em geral;negativo
42;M;ATIVO;PF;PF III;ALTÍSSIMO;DE 3 A 5 ANOS;1;5;DETRATORES;36-45;1-4;Uso App;negativo
28;F;ATIVO;PF;PF I;MÉDIO 1;ATÉ 12 MESES;5;6;DETRATORES;25-35;5-9;Satisfação geral;positivo
38;M;ATIVO;AG;Familiar;BAIXÍSSIMO;A PARTIR DE 15 ANOS;8;6;DETRATORES;36-45;5-9;Outros;neutro
37;F;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;6;2;DETRATORES;36-45;5-9;Cordialidade;negativo
38;F;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;7;0;DETRATORES;36-45;5-9;Benefícios;negativo
34;F;ATIVO;PF;PF II;ALTO 1;DE 3 A 5 ANOS;4;4;DETRATORES;25-35;1-4;Conta Corrente ou Poupança;negativo
37;F;ATIVO;PF;PF I;BAIXO 2;DE 11 A 15 ANOS;9;6;DETRATORES;36-45;5-9;Uso App;negativo
37;M;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;5;3;DETRATORES;36-45;5-9;Cartão de Crédito;negativo
30;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;5;3;DETRATORES;25-35;5-9;Atendimento em geral;neutro
34;M;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;4;6;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;negativo
28;M;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;2;0;DETRATORES;25-35;1-4;Disponibilidade contato;negativo
35;F;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;5;6;DETRATORES;36-45;5-9;Funcionamento App;negativo
49;M;ATIVO;PF;PF III;BAIXÍSSIMO;A PARTIR DE 15 ANOS;8;3;DETRATORES;46-55;5-9;Rentabilidade;negativo
38;M;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;2;3;DETRATORES;36-45;1-4;Troca de gerente;negativo
31;M;ATIVO;PF;PF IV;MÉDIO 2;DE 3 A 5 ANOS;4;3;DETRATORES;25-35;1-4;Seguros;negativo
27;M;ATIVO;PF;PF III;MÉDIO 2;DE 3 A 5 ANOS;7;5;DETRATORES;25-35;5-9;Funcionamento App;negativo
28;M;ATIVO;PF;PF III;MÉDIO 1;DE 11 A 15 ANOS;6;5;DETRATORES;25-35;5-9;Tempo ou Agilidade atendimento;positivo
33;F;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;3;6;DETRATORES;25-35;1-4;Uso App;negativo
28;M;ATIVO;AG;Familiar;ALTO 1;A PARTIR DE 15 ANOS;1;0;DETRATORES;25-35;1-4;Atendimento em geral;neutro
29;F;ATIVO;PF;PF III;BAIXO 2;DE 6 A 10 ANOS;6;5;DETRATORES;25-35;5-9;Comparação com outras IFs;negativo
36;M;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;5;4;DETRATORES;36-45;5-9;Uso App;positivo
25;F;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;4;6;DETRATORES;25-35;1-4;Funcionamento App;negativo
28;F;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;5;6;DETRATORES;25-35;5-9;Pix;negativo
27;M;ATIVO;AG;Familiar;BAIXO 2;DE 6 A 10 ANOS;5;1;DETRATORES;25-35;5-9;Crédito, Empréstimo ou Financiamento;neutro
37;F;ATIVO;PF;PF II;ALTÍSSIMO;DE 1 A 2 ANOS;2;0;DETRATORES;36-45;1-4;Outros;neutro
43;M;ATIVO;PF;PF III;MÉDIO 1;DE 11 A 15 ANOS;8;5;DETRATORES;36-45;5-9;Benefícios;negativo
42;M;ATIVO;PF;PF IV;ALTÍSSIMO;DE 6 A 10 ANOS;4;1;DETRATORES;36-45;1-4;Atendimento em geral;positivo
45;M;ATIVO;AG;Médio Produtor;BAIXO 2;ATÉ 12 MESES;4;6;DETRATORES;46-55;1-4;Facilidade ou Burocracia;negativo
30;F;ATIVO;PF;PF III;DEFAULT;DE 11 A 15 ANOS;2;5;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;negativo
47;M;ATIVO;PF;PF IV;BAIXÍSSIMO;DE 6 A 10 ANOS;8;0;DETRATORES;46-55;5-9;Cordialidade;negativo
25;F;ATIVO;PF;PF I;ALTO 1;ATÉ 12 MESES;2;5;DETRATORES;25-35;1-4;Funcionamento App;negativo
28;F;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;7;5;DETRATORES;25-35;5-9;Confiabilidade da Coop;positivo
26;F;ATIVO;PF;PF I;ALTO 2;DE 1 A 2 ANOS;3;6;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;neutro
27;M;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;3;6;DETRATORES;25-35;1-4;Benefícios;positivo
19;M;ATIVO;PF;PF I;BAIXO 2;DE 6 A 10 ANOS;2;3;DETRATORES;<25;1-4;Atendimento em geral;neutro
43;M;ATIVO;PF;PF II;BAIXÍSSIMO;DE 3 A 5 ANOS;4;2;DETRATORES;36-45;1-4;Funcionamento App;negativo
44;M;ATIVO;AG;Familiar;MÉDIO 1;DE 6 A 10 ANOS;9;1;DETRATORES;36-45;5-9;Atendimento em geral;negativo
25;M;ATIVO;PF;PF II;MÉDIO 2;DE 6 A 10 ANOS;4;5;DETRATORES;25-35;1-4;Uso App;negativo
37;F;ATIVO;PF;PF I;MÉDIO 1;ATÉ 12 MESES;0;2;DETRATORES;36-45;0;Disponibilidade contato;negativo
31;F;ATIVO;PF;PF IV;MÉDIO 1;ATÉ 12 MESES;4;0;DETRATORES;25-35;1-4;Seguros;negativo
39;M;ATIVO;AG;Médio Produtor;MÉDIO 2;DE 6 A 10 ANOS;4;4;DETRATORES;36-45;1-4;Facilidade ou Burocracia;negativo
40;F;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;4;2;DETRATORES;36-45;1-4;Funcionamento App;negativo
19;M;ATIVO;PF;PF I;MÉDIO 1;DE 3 A 5 ANOS;4;6;DETRATORES;<25;1-4;Pix;negativo
19;F;ATIVO;PF;PF I;ALTO 1;DE 1 A 2 ANOS;4;3;DETRATORES;<25;1-4;Cartão de Crédito;negativo
36;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;3;6;DETRATORES;36-45;1-4;Tempo ou Agilidade atendimento;positivo
31;M;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;3;0;DETRATORES;25-35;1-4;Benefícios da Cooperativa;negativo
38;M;ATIVO;PF;PF III;BAIXO 1;DE 11 A 15 ANOS;4;3;DETRATORES;36-45;1-4;Cordialidade;negativo
20;M;ATIVO;AG;Familiar;DEFAULT;DE 3 A 5 ANOS;1;3;DETRATORES;<25;1-4;Funcionamento App;negativo
39;M;INATIVO;PF;PF IV;BAIXO 2;DE 3 A 5 ANOS;1;4;DETRATORES;36-45;1-4;Uso App;negativo
18;F;ATIVO;PF;PF I;MÉDIO 1;DE 1 A 2 ANOS;5;6;DETRATORES;<25;5-9;Facilidade ou Burocracia;negativo
40;F;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;4;5;DETRATORES;36-45;1-4;Segurança;negativo
22;M;ATIVO;PF;PF I;BAIXO 1;DE 6 A 10 ANOS;5;0;DETRATORES;<25;5-9;Facilidade ou Burocracia;negativo
23;F;ATIVO;PF;PF I;BAIXO 2;DE 6 A 10 ANOS;6;5;DETRATORES;<25;5-9;Facilidade ou Burocracia;negativo
35;M;ATIVO;PF;PF I;BAIXO 2;DE 11 A 15 ANOS;7;2;DETRATORES;36-45;5-9;Facilidade ou Burocracia;negativo
22;F;ATIVO;PF;PF II;ALTO 1;ATÉ 12 MESES;2;5;DETRATORES;<25;1-4;Funcionamento App;negativo
35;M;INATIVO;PF;PF I;BAIXO 1;DE 11 A 15 ANOS;2;6;DETRATORES;36-45;1-4;Benefícios;negativo
34;M;ATIVO;PF;PF III;ALTO 1;DE 1 A 2 ANOS;2;0;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;negativo
33;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;6;1;DETRATORES;25-35;5-9;Tempo ou Agilidade atendimento;negativo
45;M;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;3;0;DETRATORES;46-55;1-4;Facilidade ou Burocracia;negativo
32;F;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;7;0;DETRATORES;25-35;5-9;Cartão de Crédito;negativo
38;F;ATIVO;PF;PF III;ALTO 2;DE 1 A 2 ANOS;5;6;DETRATORES;36-45;5-9;Crédito, Empréstimo ou Financiamento;negativo
33;M;ATIVO;PF;PF II;ALTO 1;DE 1 A 2 ANOS;2;1;DETRATORES;25-35;1-4;Funcionamento App;negativo
36;F;ATIVO;PF;PF IV;ALTO 1;DE 1 A 2 ANOS;2;0;DETRATORES;36-45;1-4;Personalização e Proximidade;positivo
49;F;ATIVO;PF;PF III;MÉDIO 1;ATÉ 12 MESES;5;5;DETRATORES;46-55;5-9;Uso App;negativo
31;M;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;6;5;DETRATORES;25-35;5-9;Disponibilidade contato;negativo
31;M;ATIVO;PF;PF II;MÉDIO 1;DE 3 A 5 ANOS;4;3;DETRATORES;25-35;1-4;Atendimento em geral;negativo
30;F;ATIVO;PF;PF I;ALTO 1;DE 11 A 15 ANOS;2;5;DETRATORES;25-35;1-4;Cordialidade;negativo
29;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;2;3;DETRATORES;25-35;1-4;Benefícios;positivo
36;F;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;0;0;DETRATORES;36-45;0;Outros;neutro
26;F;ATIVO;AG;Familiar;BAIXO 1;DE 6 A 10 ANOS;9;5;DETRATORES;25-35;5-9;Atendimento em geral;negativo
29;F;ATIVO;PF;PF I;DEFAULT;DE 6 A 10 ANOS;2;5;DETRATORES;25-35;1-4;Facilidade ou Burocracia;negativo
27;F;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;9;1;DETRATORES;25-35;5-9;Segurança;negativo
25;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;2;2;DETRATORES;25-35;1-4;Rentabilidade;negativo
32;M;ATIVO;PF;PF I;BAIXO 2;DE 1 A 2 ANOS;4;5;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;negativo
32;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;0;0;DETRATORES;25-35;0;Uso App;negativo
48;M;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;2;2;DETRATORES;46-55;1-4;Conta Corrente ou Poupança;negativo
34;F;INATIVO;PF;PF II;DEFAULT;DE 11 A 15 ANOS;0;3;DETRATORES;25-35;0;Atendimento em geral;negativo
29;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;3;6;DETRATORES;25-35;1-4;Uso App;neutro
23;F;ATIVO;PF;PF III;MÉDIO 1;DE 3 A 5 ANOS;0;0;DETRATORES;<25;0;Retorno solicitações;negativo
28;F;ATIVO;PF;PF I;ALTÍSSIMO;ATÉ 12 MESES;2;6;DETRATORES;25-35;1-4;Uso App;neutro
23;F;ATIVO;PF;PF I;DEFAULT;DE 3 A 5 ANOS;2;0;DETRATORES;<25;1-4;Disponibilidade contato;neutro
30;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;3;2;DETRATORES;25-35;1-4;Principalidade;negativo
28;M;ATIVO;PF;PF I;ALTO 1;DE 1 A 2 ANOS;3;5;DETRATORES;25-35;1-4;Taxas e Tarifas;negativo
20;M;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;1;3;DETRATORES;<25;1-4;Outros;neutro
60;M;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;1;3;DETRATORES;56-70;1-4;Cartão de Crédito;negativo
63;M;ATIVO;PF;PF IV;BAIXÍSSIMO;DE 6 A 10 ANOS;9;2;DETRATORES;56-70;5-9;Crédito, Empréstimo ou Financiamento;negativo
63;M;ATIVO;AG;Grande Produtor;BAIXO 2;ATÉ 12 MESES;3;5;DETRATORES;56-70;1-4;Facilidade ou Burocracia;negativo
43;F;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;6;4;DETRATORES;36-45;5-9;Cordialidade;negativo
49;F;ATIVO;PF;PF III;ALTO 1;ATÉ 12 MESES;3;3;DETRATORES;46-55;1-4;Satisfação geral;negativo
40;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;1;5;DETRATORES;36-45;1-4;Comparação com outras IFs;negativo
58;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 3 A 5 ANOS;6;0;DETRATORES;56-70;5-9;Atendimento em geral;negativo
40;M;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;5;5;DETRATORES;36-45;5-9;Uso App;negativo
39;F;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;2;3;DETRATORES;36-45;1-4;Facilidade ou Burocracia;negativo
58;M;ATIVO;PF;PF IV;BAIXO 2;ATÉ 12 MESES;4;5;DETRATORES;56-70;1-4;Retorno solicitações;negativo
23;M;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;5;6;DETRATORES;<25;5-9;Rentabilidade;positivo
66;M;ATIVO;PF;PF IV;BAIXO 1;ATÉ 12 MESES;5;4;DETRATORES;56-70;5-9;Benefícios;negativo
36;F;ATIVO;PF;PF II;;ATÉ 12 MESES;3;3;DETRATORES;36-45;1-4;Cartão de Crédito;negativo
37;F;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;6;6;DETRATORES;36-45;5-9;WhatsApp;positivo
35;M;ATIVO;PF;PF IV;BAIXO 2;ATÉ 12 MESES;4;5;DETRATORES;36-45;1-4;Disponibilidade contato;negativo
62;F;ATIVO;AG;Familiar;BAIXO 1;A PARTIR DE 15 ANOS;0;0;DETRATORES;56-70;0;Tempo ou Agilidade atendimento;positivo
58;M;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;6;5;DETRATORES;56-70;5-9;Retorno solicitações;negativo
19;F;ATIVO;PF;PF I;BAIXO 2;ATÉ 12 MESES;3;0;DETRATORES;<25;1-4;Conta Corrente ou Poupança;negativo
30;M;ATIVO;PF;PF I;ALTÍSSIMO;ATÉ 12 MESES;0;5;DETRATORES;25-35;0;Crédito, Empréstimo ou Financiamento;positivo
26;M;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;2;5;DETRATORES;25-35;1-4;Facilidade ou Burocracia;negativo
26;M;ATIVO;PF;PF II;ALTO 2;DE 1 A 2 ANOS;2;2;DETRATORES;25-35;1-4;Benefícios;negativo
58;M;ATIVO;PF;PF II;DEFAULT;DE 3 A 5 ANOS;1;0;DETRATORES;56-70;1-4;Conhecimento ou qualificação do atendente;negativo
52;M;INATIVO;PF;PF IV;BAIXO 2;A PARTIR DE 15 ANOS;0;0;DETRATORES;46-55;0;Satisfação geral;negativo
60;M;ATIVO;PF;PF IV;BAIXO 2;DE 11 A 15 ANOS;7;5;DETRATORES;56-70;5-9;Disponibilidade contato;negativo
27;M;ATIVO;PF;PF II;MÉDIO 1;DE 3 A 5 ANOS;1;6;DETRATORES;25-35;1-4;Uso App;negativo
51;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;4;6;DETRATORES;46-55;1-4;Personalização e Proximidade;positivo
59;M;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;8;3;DETRATORES;56-70;5-9;Cartão de Crédito;negativo
45;F;INATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;1;0;DETRATORES;46-55;1-4;Cordialidade;negativo
57;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 3 A 5 ANOS;6;5;DETRATORES;56-70;5-9;Comparação com outras IFs;negativo
21;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;5;0;DETRATORES;<25;5-9;Retorno solicitações;negativo
60;F;ATIVO;PF;PF IV;BAIXO 2;DE 6 A 10 ANOS;6;5;DETRATORES;56-70;5-9;Atendimento em geral;negativo
56;M;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;8;3;DETRATORES;56-70;5-9;Assertividade ou Orientação;negativo
19;M;ATIVO;PF;PF I;ALTO 1;DE 1 A 2 ANOS;2;5;DETRATORES;<25;1-4;Assertividade ou Orientação;neutro
52;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;3;5;DETRATORES;46-55;1-4;Cartão de Crédito;negativo
56;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;2;5;DETRATORES;56-70;1-4;Funcionalidades;positivo
44;F;ATIVO;PF;PF IV;BAIXO 1;DE 11 A 15 ANOS;4;5;DETRATORES;36-45;1-4;Assertividade ou Orientação;negativo
55;M;ATIVO;PF;PF I;MÉDIO 1;DE 11 A 15 ANOS;1;4;DETRATORES;56-70;1-4;Crédito, Empréstimo ou Financiamento;neutro
54;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 3 A 5 ANOS;7;5;DETRATORES;46-55;5-9;Crédito, Empréstimo ou Financiamento;positivo
45;M;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;5;2;DETRATORES;46-55;5-9;Tempo ou Agilidade atendimento;negativo
56;M;INATIVO;PF;PF IV;BAIXO 2;DE 3 A 5 ANOS;3;1;DETRATORES;56-70;1-4;Cordialidade;negativo
57;F;ATIVO;PF;PF III;BAIXÍSSIMO;DE 3 A 5 ANOS;4;5;DETRATORES;56-70;1-4;Comparação com outras IFs;negativo
47;M;INATIVO;PF;PF I;DEFAULT;DE 3 A 5 ANOS;1;0;DETRATORES;46-55;1-4;Uso App;negativo
51;F;INATIVO;PF;PF I;ALTO 1;DE 3 A 5 ANOS;2;4;DETRATORES;46-55;1-4;Disponibilidade contato;neutro
54;M;ATIVO;PF;PF IV;MÉDIO 1;ATÉ 12 MESES;3;0;DETRATORES;46-55;1-4;Tempo ou Agilidade atendimento;positivo
42;F;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;3;0;DETRATORES;36-45;1-4;Facilidade ou Burocracia;neutro
49;M;ATIVO;PF;PF IV;BAIXO 2;DE 1 A 2 ANOS;3;1;DETRATORES;46-55;1-4;Principalidade;negativo
67;M;ATIVO;PF;PF II;MÉDIO 1;DE 1 A 2 ANOS;6;5;DETRATORES;56-70;5-9;Cartão de Crédito;neutro
43;F;ATIVO;PF;PF I;ALTO 1;DE 1 A 2 ANOS;3;5;DETRATORES;36-45;1-4;Confiabilidade da Coop;positivo
45;F;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;6;5;DETRATORES;46-55;5-9;Crédito, Empréstimo ou Financiamento;negativo
36;M;ATIVO;PF;PF IV;BAIXO 1;DE 11 A 15 ANOS;10;6;DETRATORES;36-45;10-14;Principalidade;negativo
52;M;ATIVO;PF;PF IV;BAIXO 1;DE 3 A 5 ANOS;2;0;DETRATORES;46-55;1-4;Crédito, Empréstimo ou Financiamento;negativo
46;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;11;6;DETRATORES;46-55;10-14;Facilidade ou Burocracia;negativo
47;M;ATIVO;PF;PF IV;BAIXO 2;DE 3 A 5 ANOS;9;0;DETRATORES;46-55;5-9;Disponibilidade contato;negativo
42;M;ATIVO;AG;Familiar;BAIXO 1;A PARTIR DE 15 ANOS;3;0;DETRATORES;36-45;1-4;Disponibilidade contato;negativo
47;F;ATIVO;PF;PF III;BAIXO 2;DE 6 A 10 ANOS;4;5;DETRATORES;46-55;1-4;Disponibilidade contato;neutro
46;M;ATIVO;PF;PF I;BAIXO 1;DE 3 A 5 ANOS;4;5;DETRATORES;46-55;1-4;Personalização e Proximidade;positivo
49;M;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;5;5;DETRATORES;46-55;5-9;Satisfação geral;negativo
56;F;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;0;0;DETRATORES;56-70;0;Atendimento em geral;negativo
55;M;ATIVO;PF;PF I;BAIXO 1;DE 6 A 10 ANOS;3;3;DETRATORES;56-70;1-4;Uso App;negativo
44;F;ATIVO;PF;PF II;MÉDIO 2;DE 1 A 2 ANOS;5;5;DETRATORES;36-45;5-9;Crédito, Empréstimo ou Financiamento;negativo
46;F;ATIVO;AG;Médio Produtor;BAIXO 2;DE 11 A 15 ANOS;8;3;DETRATORES;46-55;5-9;Benefícios;neutro
37;F;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;9;5;DETRATORES;36-45;5-9;Personalização e Proximidade;neutro
49;M;ATIVO;PF;PF IV;BAIXO 1;DE 1 A 2 ANOS;10;5;DETRATORES;46-55;10-14;Uso App;negativo
37;M;ATIVO;PF;PF II;MÉDIO 1;DE 6 A 10 ANOS;7;6;DETRATORES;36-45;5-9;Cordialidade;positivo
44;M;ATIVO;PF;PF I;BAIXO 1;A PARTIR DE 15 ANOS;1;2;DETRATORES;36-45;1-4;Uso App;negativo
44;F;ATIVO;PF;PF I;MÉDIO 1;DE 1 A 2 ANOS;6;6;DETRATORES;36-45;5-9;Crédito, Empréstimo ou Financiamento;neutro
43;M;ATIVO;PF;PF III;BAIXO 2;DE 11 A 15 ANOS;1;1;DETRATORES;36-45;1-4;Cordialidade;negativo
43;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;3;1;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;negativo
54;M;ATIVO;AG;Familiar;BAIXO 1;DE 3 A 5 ANOS;3;1;DETRATORES;46-55;1-4;Crédito, Empréstimo ou Financiamento;negativo
40;M;ATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;5;5;DETRATORES;36-45;5-9;Benefícios da Cooperativa;negativo
42;F;ATIVO;PF;PF II;BAIXO 2;DE 11 A 15 ANOS;6;5;DETRATORES;36-45;5-9;Comparação com outras IFs;negativo
52;F;ATIVO;PF;PF III;MÉDIO 2;DE 1 A 2 ANOS;7;6;DETRATORES;46-55;5-9;Atendimento em geral;positivo
41;M;ATIVO;AG;Familiar;BAIXÍSSIMO;A PARTIR DE 15 ANOS;10;5;DETRATORES;36-45;10-14;Seguros;negativo
47;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;3;5;DETRATORES;46-55;1-4;Crédito, Empréstimo ou Financiamento;positivo
42;M;ATIVO;PF;PF IV;MÉDIO 2;DE 1 A 2 ANOS;6;5;DETRATORES;36-45;5-9;Troca de gerente;neutro
38;M;ATIVO;PF;PF III;BAIXO 1;A PARTIR DE 15 ANOS;7;5;DETRATORES;36-45;5-9;Crédito, Empréstimo ou Financiamento;negativo
30;F;ATIVO;PF;PF II;BAIXÍSSIMO;DE 11 A 15 ANOS;8;4;DETRATORES;25-35;5-9;Seguros;positivo
35;M;ATIVO;PF;PF II;ALTO 1;DE 1 A 2 ANOS;0;0;DETRATORES;36-45;0;Taxas e Tarifas;neutro
39;F;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;0;0;DETRATORES;36-45;0;Conhecimento ou qualificação do atendente;positivo
36;F;ATIVO;PF;PF I;MÉDIO 2;DE 11 A 15 ANOS;7;0;DETRATORES;36-45;5-9;Atendimento em geral;neutro
26;M;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;4;2;DETRATORES;25-35;1-4;Benefícios;negativo
34;M;ATIVO;PF;PF IV;BAIXO 2;ATÉ 12 MESES;0;0;DETRATORES;25-35;0;Crédito, Empréstimo ou Financiamento;negativo
38;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;11;4;DETRATORES;36-45;10-14;Benefícios da Cooperativa;positivo
30;M;ATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;4;5;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;positivo
